,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,FORMED,UpCM,100,0.2,1,-6265.6926692832685,112,44,30,7488,94,0.5945945945945946,0.3188405797101449,0.4150943396226415,22,14,14,6,0.6111111111111112,0.7857142857142857,0.6875000000000001,Normal,206.5833625793457,30.5227370262146,1000
1,FORMED,pc_con,100,0.2,1,-6395.235353512659,120,22,21,7497,116,0.5116279069767442,0.15942028985507245,0.24309392265193366,7,0,28,21,1.0,0.25,0.4,,3.6596226692199707,,
