,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,FORMED,UpCM,100,0.2,1,-6191.218179261125,116,42,41,7477,96,0.5060240963855421,0.30434782608695654,0.3800904977375566,25,18,10,3,0.5813953488372093,0.8928571428571429,0.7042253521126761,Normal,213.95874404907227,32.79331064224243,1000
1,FORMED,pc_con,100,0.2,1,-6307.07134295112,110,29,17,7501,109,0.6304347826086957,0.21014492753623187,0.31521739130434784,9,0,28,19,1.0,0.32142857142857145,0.4864864864864865,,3.6507651805877686,,
