,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,FORMED,UpCM,100,0.2,1,-6258.608507098375,120,39,39,7479,99,0.5,0.2826086956521739,0.3611111111111111,21,19,9,7,0.525,0.75,0.6176470588235295,Normal,207.01805973052979,30.87931799888611,1000
1,FORMED,pc_con,100,0.2,1,-6351.403058404861,115,27,18,7500,111,0.6,0.1956521739130435,0.29508196721311475,11,0,28,17,1.0,0.39285714285714285,0.5641025641025641,,3.7952563762664795,,
