,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,FORMED,UpCM,100,0.2,1,-6144.964441314109,127,37,46,7472,101,0.4457831325301205,0.26811594202898553,0.334841628959276,21,20,8,7,0.5121951219512195,0.75,0.6086956521739131,Normal,209.58336305618286,31.129579067230225,1000
1,FORMED,pc_con,100,0.2,1,-6283.755615436766,116,25,17,7501,113,0.5952380952380952,0.18115942028985507,0.2777777777777778,8,0,28,20,1.0,0.2857142857142857,0.4444444444444445,,3.5173909664154053,,
