,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,FORMED,UpCM,100,0.2,1,-6281.86293073661,123,37,37,7481,101,0.5,0.26811594202898553,0.3490566037735849,20,18,10,8,0.5263157894736842,0.7142857142857143,0.6060606060606061,Normal,202.48282551765442,32.289371728897095,1000
1,FORMED,pc_con,100,0.2,1,-6291.498309683957,113,26,15,7503,112,0.6341463414634146,0.18840579710144928,0.29050279329608936,6,0,28,22,1.0,0.21428571428571427,0.35294117647058826,,3.3699705600738525,,
