,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,FORMED,UpCM,100,0.2,1,-6188.171670567616,115,42,36,7482,96,0.5384615384615384,0.30434782608695654,0.3888888888888889,22,17,11,6,0.5641025641025641,0.7857142857142857,0.6567164179104477,Normal,197.97911500930786,29.19883394241333,1000
1,FORMED,pc_con,100,0.2,1,-6255.605491232999,111,28,16,7502,110,0.6363636363636364,0.2028985507246377,0.3076923076923077,9,0,28,19,1.0,0.32142857142857145,0.4864864864864865,,3.639427661895752,,
