,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,SPORTS,UpCM0,,,,,11,4,2,55,11,0.6666666666666666,0.26666666666666666,0.3809523809523809,1,1,2,2,0.5,0.3333333333333333,,0.16687249410054955,NumofEvaluation,1000,0.4,-1312.8802542070239
1,SPORTS,UpCM1,,,,,11,4,1,56,11,0.8,0.26666666666666666,0.4,1,0,3,2,1.0,0.3333333333333333,,0.1715542515178236,NumofEvaluation,1000,0.5,-1314.7468581622843
2,SPORTS,UpCM2,,,,,12,3,4,53,12,0.42857142857142855,0.2,0.27272727272727276,1,1,2,2,0.5,0.3333333333333333,,0.14787020979633347,NumofEvaluation,1000,0.4,-1312.4390178676251
