,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,PROPERTY,UpCM0,,,,,24,7,6,665,24,0.5384615384615384,0.22580645161290322,0.3181818181818182,3,0,6,3,1.0,0.5,,0.6218245846053562,NumofEvaluation,10,0.6666666666666666,-3656.030898718478
1,PROPERTY,UpCM1,,,,,24,10,7,664,21,0.5882352941176471,0.3225806451612903,0.41666666666666663,5,3,3,1,0.625,0.8333333333333334,,0.3867232621952884,NumofEvaluation,10,0.7142857142857143,-3622.572574573048
2,PROPERTY,UpCM2,,,,,25,6,8,663,25,0.42857142857142855,0.1935483870967742,0.26666666666666666,3,0,6,3,1.0,0.5,,0.5495921270018025,NumofEvaluation,10,0.6666666666666666,-3622.780630390492
