,Network,WroRate,Method,Metric,Value
454,FORMED,2,MAHC$^{\triangledown}$,F1,0.32075471698113206
455,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.5
456,FORMED,2,MAHC$^{\triangledown}$,SHD,120
457,FORMED,2,MAHC$^{\triangledown}$,F1,0.36097560975609755
458,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.5909090909090908
459,FORMED,2,MAHC$^{\triangledown}$,SHD,116
460,FORMED,2,MAHC$^{\triangledown}$,F1,0.3582089552238805
461,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.6
462,FORMED,2,MAHC$^{\triangledown}$,SHD,117
463,FORMED,2,MAHC$^{\triangledown}$,F1,0.3448275862068966
464,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.6363636363636364
465,FORMED,2,MAHC$^{\triangledown}$,SHD,113
466,FORMED,2,MAHC$^{\triangledown}$,F1,0.35467980295566504
467,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.6190476190476191
468,FORMED,2,MAHC$^{\triangledown}$,SHD,120
469,FORMED,2,MAHC$^{\triangledown}$,F1,0.3300970873786408
470,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.5454545454545454
471,FORMED,2,MAHC$^{\triangledown}$,SHD,120
472,FORMED,2,MAHC$^{\triangledown}$,F1,0.354066985645933
473,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.3783783783783784
474,FORMED,2,MAHC$^{\triangledown}$,SHD,108
475,FORMED,2,MAHC$^{\triangledown}$,F1,0.4174757281553398
476,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.5263157894736842
477,FORMED,2,MAHC$^{\triangledown}$,SHD,119
478,FORMED,2,MAHC$^{\triangledown}$,F1,0.3349753694581281
479,FORMED,2,MAHC$^{\triangledown}$,F1$^c$,0.5641025641025641
