,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,avgnmi,score
0,ALARM,UpCM0,,,,,39,14,15,1271,32,0.4827586206896552,0.30434782608695654,0.3733333333333333,8,6,3,1,0.5714285714285714,0.8888888888888888,0.6956521739130435,,3.5651743189726353,-2400.00743305706
1,ALARM,UpCM1,,,,,39,16,16,1270,30,0.5,0.34782608695652173,0.41025641025641024,8,8,1,1,0.5,0.8888888888888888,0.64,,3.3354187766477947,-2380.5359064559584
2,ALARM,pc_con,100.0,0.2,1.0,-2533.045278936944,38,9,8,1278,37,0.5294117647058824,0.1956521739130435,0.28571428571428575,2,0,9,7,1.0,0.2222222222222222,0.3636363636363636,,,
