,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1
0,ALARM,pcMy,200,0.2,1,-4752.895558981314,31,19,10,1276,27,0.6551724137931034,0.41304347826086957,0.5066666666666666,5,1,8,4,0.8333333333333334,0.5555555555555556,0.6666666666666667
1,ALARM,pc_con,200,0.2,1,-4743.86302625405,32,17,10,1276,29,0.6296296296296297,0.3695652173913043,0.4657534246575342,4,0,9,5,1.0,0.4444444444444444,0.6153846153846153
2,ALARM,ges_con,200,0.2,1,-4666.234580290991,34,17,13,1273,29,0.5666666666666667,0.3695652173913043,0.4473684210526315,7,1,8,2,0.875,0.7777777777777778,0.823529411764706
3,ALARM,mahc_con,200,0.2,1,-4782.777205144423,37,14,14,1272,32,0.5,0.30434782608695654,0.3783783783783784,5,1,8,4,0.8333333333333334,0.5555555555555556,0.6666666666666667
4,ALARM,SaiyanH_con,200,0.2,1,-4440.479489754811,36,23,23,1263,23,0.5,0.5,0.5,6,3,6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
