,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,ALARM,UpCM,100,0.2,1,-2460.5347311956216,39,11,10,1276,35,0.5238095238095238,0.2391304347826087,0.32835820895522383,1,0,9,8,1.0,0.1111111111111111,0.19999999999999998,Addition
