,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,PROPERTY,UpCM0,,,,,27,4,9,662,27,0.3076923076923077,0.12903225806451613,0.18181818181818182,1,0,6,5,1.0,0.16666666666666666,,0.7223226374472032,NumofEvaluation,500,0.2857142857142857,-3650.7320723546045
1,PROPERTY,UpCM1,,,,,23,9,7,664,22,0.5625,0.2903225806451613,0.3829787234042554,5,1,5,1,0.8333333333333334,0.8333333333333334,,0.40513709358901634,NumofEvaluation,500,0.8333333333333334,-3616.226751258607
2,PROPERTY,UpCM2,,,,,22,9,5,666,22,0.6428571428571429,0.2903225806451613,0.4,5,0,6,1,1.0,0.8333333333333334,,0.5583854994748545,NumofEvaluation,500,0.9090909090909091,-3622.780630390492
3,PROPERTY,UpCM3,,,,,23,9,6,665,22,0.6,0.2903225806451613,0.3913043478260869,5,1,5,1,0.8333333333333334,0.8333333333333334,,0.4996006813147614,NumofEvaluation,500,0.8333333333333334,-3616.9705541354606
