,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,ALARM,UpCM0,,,,,40,11,12,1274,35,0.4782608695652174,0.2391304347826087,0.3188405797101449,5,2,7,4,0.7142857142857143,0.5555555555555556,,0.3351394343676012,NumofEvaluation,100,0.6250000000000001,-2379.92155491387
1,ALARM,UpCM1,,,,,43,12,18,1268,34,0.4,0.2608695652173913,0.31578947368421056,6,6,3,3,0.5,0.6666666666666666,,0.2503121641085031,NumofEvaluation,100,0.5714285714285715,-2307.623999943198
2,ALARM,UpCM2,,,,,41,13,16,1270,33,0.4482758620689655,0.2826086956521739,0.3466666666666666,7,5,4,2,0.5833333333333334,0.7777777777777778,,0.28509248174635965,NumofEvaluation,100,0.6666666666666666,-2307.6239999431987
