,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,FORMED,UpCM0,,,,,121,34,32,7486,104,0.5151515151515151,0.2463768115942029,0.33333333333333337,15,16,12,13,0.4838709677419355,0.5357142857142857,,0.11235202332675535,NumofEvaluation,1000,0.5084745762711865,-6273.655247380295
1,FORMED,UpCM1,,,,,119,33,29,7489,105,0.532258064516129,0.2391304347826087,0.33,14,13,15,14,0.5185185185185185,0.5,,0.13047608869759553,NumofEvaluation,1000,0.509090909090909,-6278.58177084263
2,FORMED,UpCM2,,,,,126,25,36,7482,113,0.4098360655737705,0.18115942028985507,0.25125628140703515,11,12,16,17,0.4782608695652174,0.39285714285714285,,0.10981477146567938,NumofEvaluation,1000,0.4313725490196078,-6262.812198063413
3,FORMED,UpCM3,,,,,119,38,33,7485,100,0.5352112676056338,0.2753623188405797,0.3636363636363636,18,18,10,10,0.5,0.6428571428571429,,0.10981295397047593,NumofEvaluation,1000,0.5625000000000001,-6259.5172288898075
4,FORMED,UpCM4,,,,,119,38,33,7485,100,0.5352112676056338,0.2753623188405797,0.3636363636363636,18,18,10,10,0.5,0.6428571428571429,,0.10979329583362062,NumofEvaluation,1000,0.5625000000000001,-6254.7422758523135
5,FORMED,UpCM5,,,,,116,40,33,7485,98,0.547945205479452,0.2898550724637681,0.37914691943127965,19,17,11,9,0.5277777777777778,0.6785714285714286,,0.09100867708442145,NumofEvaluation,1000,0.5937499999999999,-6241.833742101752
6,FORMED,UpCM6,,,,,115,36,30,7488,102,0.5454545454545454,0.2608695652173913,0.3529411764705882,16,12,16,12,0.5714285714285714,0.5714285714285714,,0.08727231720162724,NumofEvaluation,1000,0.5714285714285714,-6241.0951218561295
7,FORMED,UpCM7,,,,,119,39,36,7482,99,0.52,0.2826086956521739,0.36619718309859156,19,19,9,9,0.5,0.6785714285714286,,0.08771497912588445,NumofEvaluation,1000,0.5757575757575758,-6241.636576697842
8,FORMED,UpCM8,,,,,115,40,32,7486,98,0.5555555555555556,0.2898550724637681,0.380952380952381,19,16,12,9,0.5428571428571428,0.6785714285714286,,0.09203184906003739,NumofEvaluation,1000,0.603174603174603,-6242.465719334698
9,FORMED,UpCM9,,,,,120,35,35,7483,103,0.5,0.2536231884057971,0.33653846153846156,17,16,12,11,0.5151515151515151,0.6071428571428571,,0.07864647894021166,NumofEvaluation,1000,0.5573770491803278,-6238.5645302849925
10,FORMED,UpCM10,,,,,115,36,31,7487,102,0.5373134328358209,0.2608695652173913,0.35121951219512193,18,12,16,10,0.6,0.6428571428571429,,0.08530909676700878,NumofEvaluation,1000,0.6206896551724138,-6240.1089401369345
11,FORMED,UpCM11,,,,,117,37,35,7483,101,0.5138888888888888,0.26811594202898553,0.35238095238095235,20,15,13,8,0.5714285714285714,0.7142857142857143,,0.07644039209092383,NumofEvaluation,1000,0.634920634920635,-6235.077210494956
12,FORMED,UpCM12,,,,,116,37,34,7484,101,0.5211267605633803,0.26811594202898553,0.354066985645933,20,14,14,8,0.5882352941176471,0.7142857142857143,,0.07724458338645057,NumofEvaluation,1000,0.6451612903225806,-6236.331700418893
13,FORMED,UpCM13,,,,,118,36,35,7483,102,0.5070422535211268,0.2608695652173913,0.3444976076555023,18,15,13,10,0.5454545454545454,0.6428571428571429,,0.07583570059507205,NumofEvaluation,1000,0.5901639344262296,-6232.646898525345
14,FORMED,UpCM14,,,,,116,38,33,7485,100,0.5352112676056338,0.2753623188405797,0.3636363636363636,18,15,13,10,0.5454545454545454,0.6428571428571429,,0.07556383538079206,NumofEvaluation,1000,0.5901639344262296,-6230.49893314013
15,FORMED,UpCM15,,,,,119,36,36,7482,102,0.5,0.2608695652173913,0.3428571428571428,18,16,12,10,0.5294117647058824,0.6428571428571429,,0.07404068401196383,NumofEvaluation,1000,0.5806451612903226,-6229.061893424122
16,FORMED,UpCM16,,,,,120,36,37,7481,102,0.4931506849315068,0.2608695652173913,0.34123222748815163,18,17,11,10,0.5142857142857142,0.6428571428571429,,0.07239646008930677,NumofEvaluation,1000,0.5714285714285714,-6228.991990882146
