,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,PROPERTY,UpCM,100,0.2,1,-3609.694260681104,19,13,6,665,18,0.6842105263157895,0.41935483870967744,0.5200000000000001,5,1,5,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,Normal,44.28113079071045,6.451840877532959,1000
1,PROPERTY,pc_con,100,0.2,1,-3658.996674984673,24,7,6,665,24,0.5384615384615384,0.22580645161290322,0.3181818181818182,1,0,6,5,1.0,0.16666666666666666,0.2857142857142857,,0.2036116123199463,,
