,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,PROPERTY,UpCM,100,0.2,1,-3659.0520512719613,25,11,10,661,20,0.5238095238095238,0.3548387096774194,0.4230769230769231,6,4,2,0,0.6,1.0,0.7499999999999999,Normal,44.880247354507446,6.044572114944458,1000
1,PROPERTY,pc_con,100,0.2,1,-3651.5914262812894,25,7,7,664,24,0.5,0.22580645161290322,0.3111111111111111,3,0,6,3,1.0,0.5,0.6666666666666666,,0.17504358291625977,,
