,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,PROPERTY,UpCM,100,0.2,1,-3617.0273721974354,21,12,8,663,19,0.6,0.3870967741935484,0.47058823529411764,5,1,5,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,Normal,44.18442177772522,5.672626256942749,1000
1,PROPERTY,pc_con,100,0.2,1,-3637.501181910476,21,10,3,668,21,0.7692307692307693,0.3225806451612903,0.45454545454545453,2,0,6,4,1.0,0.3333333333333333,0.5,,0.18456196784973145,,
