,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,PROPERTY,UpCM,100,0.2,1,-3639.7663677563924,25,11,10,661,20,0.5238095238095238,0.3548387096774194,0.4230769230769231,6,4,2,0,0.6,1.0,0.7499999999999999,Normal,42.93840503692627,6.675019264221191,1000
1,PROPERTY,pc_con,100,0.2,1,-3643.3133222985875,24,7,4,667,24,0.6363636363636364,0.22580645161290322,0.3333333333333333,2,0,6,4,1.0,0.3333333333333333,0.5,,0.1882343292236328,,
