,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,PROPERTY,UpCM,100,0.2,1,-3575.0945733645476,23,11,9,662,20,0.55,0.3548387096774194,0.43137254901960786,6,2,4,0,0.75,1.0,0.8571428571428571,Normal,43.37137818336487,5.95562744140625,1000
1,PROPERTY,pc_con,100,0.2,1,-3627.681339980599,28,4,9,662,27,0.3076923076923077,0.12903225806451613,0.18181818181818182,2,1,5,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,,0.1962296962738037,,
