,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,ALARM,UpCM,100,0.2,1,-2344.721729800628,35,19,13,1273,27,0.59375,0.41304347826086957,0.4871794871794871,8,4,5,1,0.6666666666666666,0.8888888888888888,0.761904761904762,Addition
