,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,PROPERTY,UpCM,100,0.2,1,-3610.045585074912,24,9,9,662,22,0.5,0.2903225806451613,0.3673469387755102,4,2,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,Addition
