,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1
0,ASIA,pcMy,100,0.2,1,-334.9522070476247,5,3,1,47,5,0.75,0.375,0.5,2,0,2,0,1.0,1.0,1.0
1,ASIA,pc_con,100,0.2,1,-348.20976828268647,8,0,2,46,8,0.0,0.0,0.0,0,0,2,2,0.0,0.0,0.0
2,ASIA,ges_con,100,0.2,1,-330.633179788867,3,6,1,47,2,0.8571428571428571,0.75,0.7999999999999999,2,1,1,0,0.6666666666666666,1.0,0.8
3,ASIA,mahc_con,100,0.2,1,-331.0519922763938,7,3,3,45,5,0.5,0.375,0.42857142857142855,1,1,1,1,0.5,0.5,0.5
4,ASIA,SaiyanH_con,100,0.2,1,-330.30315217479597,4,5,1,47,3,0.8333333333333334,0.625,0.7142857142857143,2,0,2,0,1.0,1.0,1.0
