,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2304.9067017900697,39,17,14,1272,29,0.5483870967741935,0.3695652173913043,0.44155844155844154,9,8,1,0,0.5294117647058824,1.0,0.6923076923076924,Normal,67.69481706619263,9.173669576644897,1000
1,ALARM,pc_con,100,0.2,1,-2466.0313336249606,42,9,8,1278,37,0.5294117647058824,0.1956521739130435,0.28571428571428575,2,0,9,7,1.0,0.2222222222222222,0.3636363636363636,,0.5349485874176025,,
