,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2417.7278214705766,41,13,14,1272,33,0.48148148148148145,0.2826086956521739,0.3561643835616438,8,6,3,1,0.5714285714285714,0.8888888888888888,0.6956521739130435,Normal,67.19110798835754,8.680208683013916,1000
1,ALARM,pc_con,100,0.2,1,-2455.501246928023,39,10,10,1276,36,0.5,0.21739130434782608,0.30303030303030304,3,0,9,6,1.0,0.3333333333333333,0.5,,0.543534517288208,,
