,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2452.275452269437,39,14,15,1271,32,0.4827586206896552,0.30434782608695654,0.3733333333333333,8,6,3,1,0.5714285714285714,0.8888888888888888,0.6956521739130435,Normal,65.84901475906372,8.870709419250488,1000
1,ALARM,pc_con,100,0.2,1,-2482.533374824715,38,11,10,1276,35,0.5238095238095238,0.2391304347826087,0.32835820895522383,6,0,9,3,1.0,0.6666666666666666,0.8,,0.3862881660461426,,
