,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2372.3314043726064,36,16,11,1275,30,0.5925925925925926,0.34782608695652173,0.4383561643835616,6,4,5,3,0.6,0.6666666666666666,0.631578947368421,Normal,71.256906747818,10.247811794281006,1000
1,ALARM,pc_con,100,0.2,1,-2460.5347311956216,38,12,9,1277,34,0.5714285714285714,0.2608695652173913,0.3582089552238805,2,0,9,7,1.0,0.2222222222222222,0.3636363636363636,,0.48364996910095215,,
