,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2115.1960286985072,32,20,8,1278,26,0.7142857142857143,0.43478260869565216,0.5405405405405405,9,6,3,0,0.6,1.0,0.7499999999999999,Normal,61.34722638130188,7.742542266845703,1000
1,ALARM,pc_con,100,0.2,1,-2272.0033579173887,35,12,4,1282,34,0.75,0.2608695652173913,0.3870967741935483,3,1,8,6,0.75,0.3333333333333333,0.46153846153846156,,0.3658914566040039,,
