,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2310.4131160125808,40,15,15,1271,31,0.5,0.32608695652173914,0.39473684210526316,8,6,3,1,0.5714285714285714,0.8888888888888888,0.6956521739130435,Normal,65.48119878768921,8.57898473739624,1000
1,ALARM,pc_con,100,0.2,1,-2384.919771291131,38,11,10,1276,35,0.5238095238095238,0.2391304347826087,0.32835820895522383,4,0,9,5,1.0,0.4444444444444444,0.6153846153846153,,0.46183276176452637,,
