,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ALARM,UpCM,100,0.2,1,-2322.8312549788643,36,18,14,1272,28,0.5625,0.391304347826087,0.46153846153846156,9,8,1,0,0.5294117647058824,1.0,0.6923076923076924,Normal,69.8300473690033,9.482002258300781,1000
1,ALARM,pc_con,100,0.2,1,-2403.6336672647203,37,12,9,1277,34,0.5714285714285714,0.2608695652173913,0.3582089552238805,4,0,9,5,1.0,0.4444444444444444,0.6153846153846153,,0.4411125183105469,,
