,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,avgnmi,score
0,PROPERTY,UpCM0,,,,,26,9,10,661,22,0.47368421052631576,0.2903225806451613,0.36,5,4,2,1,0.5555555555555556,0.8333333333333334,0.6666666666666667,,1.3224330962360025,-3660.1916481908956
1,PROPERTY,UpCM1,,,,,24,9,8,663,22,0.5294117647058824,0.2903225806451613,0.375,5,2,4,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,,1.1193411740794779,-3650.310358698555
2,PROPERTY,UpCM2,,,,,23,11,8,663,20,0.5789473684210527,0.3548387096774194,0.44000000000000006,6,3,3,0,0.6666666666666666,1.0,0.8,,1.2469443978002908,-3653.7607436859043
3,PROPERTY,UpCM3,,,,,22,9,6,665,22,0.6,0.2903225806451613,0.3913043478260869,5,0,6,1,1.0,0.8333333333333334,0.9090909090909091,,1.0766087806700613,-3646.524296913312
4,PROPERTY,pc_con,100.0,0.2,1.0,-3664.020539671846,24,7,5,666,24,0.5833333333333334,0.22580645161290322,0.3255813953488372,2,0,6,4,1.0,0.3333333333333333,0.5,,,
