,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,FORMED,UpCM,100,0.2,1,-6220.087060630778,114,40,28,7490,98,0.5882352941176471,0.2898550724637681,0.38834951456310673,22,9,19,6,0.7096774193548387,0.7857142857142857,0.7457627118644068,Addition
