,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,ALARM,UpCM,100,0.5,1,-2260.7094204350074,30,31,19,1267,15,0.62,0.6739130434782609,0.6458333333333334,23,10,13,0,0.696969696969697,1.0,0.8214285714285715,Addition
