,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,FORMED,UpCM,100,0.2,1,-6225.937695540161,114,43,34,7484,95,0.5584415584415584,0.3115942028985507,0.4,24,13,15,4,0.6486486486486487,0.8571428571428571,0.7384615384615384,Addition
