,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,ALARM,UpCM,100,0.2,1,-2132.1861248700184,34,18,9,1277,28,0.6666666666666666,0.391304347826087,0.4931506849315068,8,6,3,1,0.5714285714285714,0.8888888888888888,0.6956521739130435,Addition
