,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,ALARM,UpCM0,,,,,41,10,14,1272,36,0.4166666666666667,0.21739130434782608,0.2857142857142857,4,2,7,5,0.6666666666666666,0.4444444444444444,,0.37566388498417225,NumofEvaluation,1000,0.5333333333333333,-2354.9545704228685
1,ALARM,UpCM1,,,,,40,11,14,1272,35,0.44,0.2391304347826087,0.3098591549295775,5,2,7,4,0.7142857142857143,0.5555555555555556,,0.3700415367468814,NumofEvaluation,1000,0.6250000000000001,-2330.3166439156626
2,ALARM,UpCM2,,,,,41,11,15,1271,35,0.4230769230769231,0.2391304347826087,0.3055555555555556,5,3,6,4,0.625,0.5555555555555556,,0.33749931166449954,NumofEvaluation,1000,0.5882352941176471,-2321.5664976522876
3,ALARM,UpCM3,,,,,42,11,16,1270,35,0.4074074074074074,0.2391304347826087,0.30136986301369867,5,4,5,4,0.5555555555555556,0.5555555555555556,,0.3290687102092319,NumofEvaluation,1000,0.5555555555555556,-2311.6926243502285
4,ALARM,UpCM4,,,,,43,11,17,1269,35,0.39285714285714285,0.2391304347826087,0.2972972972972973,5,5,4,4,0.5,0.5555555555555556,,0.2958993647298886,NumofEvaluation,1000,0.5263157894736842,-2306.277541210147
5,ALARM,UpCM5,,,,,42,12,17,1269,34,0.41379310344827586,0.2608695652173913,0.32,6,5,4,3,0.5454545454545454,0.6666666666666666,,0.273399447286778,NumofEvaluation,1000,0.6,-2302.687696267674
6,ALARM,UpCM6,,,,,40,12,15,1271,34,0.4444444444444444,0.2608695652173913,0.32876712328767116,6,3,6,3,0.6666666666666666,0.6666666666666666,,0.32496310112345567,NumofEvaluation,1000,0.6666666666666666,-2309.114784133894
7,ALARM,UpCM7,,,,,40,14,16,1270,32,0.4666666666666667,0.30434782608695654,0.3684210526315789,8,5,4,1,0.6153846153846154,0.8888888888888888,,0.2660481386201995,NumofEvaluation,1000,0.7272727272727274,-2302.23930855751
8,ALARM,UpCM8,,,,,39,14,15,1271,32,0.4827586206896552,0.30434782608695654,0.3733333333333333,8,4,5,1,0.6666666666666666,0.8888888888888888,,0.28201327493202755,NumofEvaluation,1000,0.761904761904762,-2305.7696827630657
