,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1
0,ASIA,pcMy,100,0.2,1,-432.2013520204192,5,3,1,47,5,0.75,0.375,0.5,2,0,2,0,1.0,1.0,1.0
1,ASIA,pc_con,100,0.2,1,-432.86312330221125,6,2,2,46,6,0.5,0.25,0.3333333333333333,1,0,2,1,1.0,0.5,0.6666666666666666
2,ASIA,ges_con,100,0.2,1,-418.7745958768688,2,6,0,48,2,1.0,0.75,0.8571428571428571,2,0,2,0,1.0,1.0,1.0
3,ASIA,mahc_con,100,0.2,1,-422.3886006240459,5,3,3,45,5,0.5,0.375,0.42857142857142855,2,0,2,0,1.0,1.0,1.0
4,ASIA,SaiyanH_con,100,0.2,1,-405.25995553533795,7,2,6,42,6,0.25,0.25,0.25,1,0,2,1,1.0,0.5,0.6666666666666666
