,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ASIA,UpCM,100,0.2,1,-395.80775696275913,6,4,3,45,4,0.5714285714285714,0.5,0.5333333333333333,2,2,0,0,0.5,1.0,0.6666666666666666,Normal,2.2228195667266846,0.26059484481811523,16
1,ASIA,pc_con,100,0.2,1,-416.3768648896993,8,0,3,45,8,0.0,0.0,0.0,0,0,2,2,0.0,0.0,0.0,,0.02299952507019043,,
