,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ASIA,UpCM,100,0.2,1,-400.9599575065431,7,2,5,43,6,0.2857142857142857,0.25,0.26666666666666666,1,2,0,1,0.3333333333333333,0.5,0.4,Normal,2.279501438140869,0.3130614757537842,16
1,ASIA,pc_con,100,0.2,1,-420.20776600229465,5,3,1,47,5,0.75,0.375,0.5,0,0,2,2,0.0,0.0,0.0,,0.0220029354095459,,
