,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ASIA,UpCM,100,0.2,1,-293.8697548021244,7,2,2,46,6,0.5,0.25,0.3333333333333333,2,1,1,0,0.6666666666666666,1.0,0.8,Normal,1.8669302463531494,0.23851227760314941,16
1,ASIA,pc_con,100,0.2,1,-291.34309826414807,8,0,2,46,8,0.0,0.0,0.0,0,0,2,2,0.0,0.0,0.0,,0.011005640029907227,,
