,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ASIA,UpCM,100,0.2,1,-396.0625393644268,7,3,3,45,5,0.5,0.375,0.42857142857142855,2,2,0,0,0.5,1.0,0.6666666666666666,Normal,2.176142454147339,0.2793080806732178,16
1,ASIA,pc_con,100,0.2,1,-411.63950232924515,6,2,1,47,6,0.6666666666666666,0.25,0.36363636363636365,1,0,2,1,1.0,0.5,0.6666666666666666,,0.019013404846191406,,
