,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,ASIA,UpCM,100,0.2,1,-373.5422421359738,7,1,3,45,7,0.25,0.125,0.16666666666666666,1,1,1,1,0.5,0.5,0.5,Normal,2.1211280822753906,0.2583432197570801,16
1,ASIA,pc_con,100,0.2,1,-373.5422421359738,6,2,2,46,6,0.5,0.25,0.3333333333333333,2,0,2,0,1.0,1.0,1.0,,0.01899886131286621,,
