,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1
0,ALARM,MOEAD_CD,10,0.2,1,4,46,4,6,1280,42,0.4,0.08695652173913043,0.14285714285714285,4,3,6,5,0.5714285714285714,0.4444444444444444,0.5
1,ALARM,pc,10,0.2,1,4,46,1,2,1284,45,0.3333333333333333,0.021739130434782608,0.04081632653061224,1,0,9,8,1.0,0.1111111111111111,0.19999999999999998
2,ALARM,pc_con,10,0.2,1,4,46,1,2,1284,45,0.3333333333333333,0.021739130434782608,0.04081632653061224,1,0,9,8,1.0,0.1111111111111111,0.19999999999999998
