,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,SPORTS,UpCM,100,0.2,1,-1321.1595605650627,11,5,3,54,10,0.625,0.3333333333333333,0.43478260869565216,3,1,2,0,0.75,1.0,0.8571428571428571,Normal,2.612238645553589,0.3431360721588135,64
1,SPORTS,pc_con,100,0.2,1,-1325.3712704304442,11,4,0,57,11,1.0,0.26666666666666666,0.4210526315789474,2,0,3,1,1.0,0.6666666666666666,0.8,,0.020998477935791016,,
