,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,SPORTS,UpCM,100,0.2,1,-1333.08359887605,13,4,4,53,11,0.5,0.26666666666666666,0.3478260869565218,3,2,1,0,0.6,1.0,0.7499999999999999,Normal,2.5130128860473633,0.28731727600097656,64
1,SPORTS,pc_con,100,0.2,1,-1318.1640413188957,12,3,2,55,12,0.6,0.2,0.3,2,0,3,1,1.0,0.6666666666666666,0.8,,0.0319972038269043,,
