,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,SPORTS,UpCM,100,0.2,1,-1316.601046348219,10,5,2,55,10,0.7142857142857143,0.3333333333333333,0.4545454545454545,2,1,2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,Normal,2.6294329166412354,0.3525853157043457,64
1,SPORTS,pc_con,100,0.2,1,-1314.7468581622843,11,4,1,56,11,0.8,0.26666666666666666,0.4,1,0,3,2,1.0,0.3333333333333333,0.5,,0.027002334594726562,,
