,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,SPORTS,UpCM,100,0.2,1,-1322.5620973206933,11,4,3,54,11,0.5714285714285714,0.26666666666666666,0.36363636363636365,3,2,1,0,0.6,1.0,0.7499999999999999,Normal,2.547741651535034,0.2768213748931885,64
1,SPORTS,pc_con,100,0.2,1,-1340.6365140718008,13,2,1,56,13,0.6666666666666666,0.13333333333333333,0.2222222222222222,1,0,3,2,1.0,0.3333333333333333,0.5,,0.032999515533447266,,
