,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,SPORTS,UpCM,100,0.2,1,-1291.436682162129,7,8,1,56,7,0.8888888888888888,0.5333333333333333,0.6666666666666667,3,0,3,0,1.0,1.0,1.0,Normal,2.830260753631592,0.4108114242553711,64
1,SPORTS,pc_con,100,0.2,1,-1323.65168869805,13,2,2,55,13,0.5,0.13333333333333333,0.2105263157894737,0,0,3,3,0.0,0.0,0.0,,0.03300046920776367,,
