,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type,Main_time,PDAG2DAG_Time,N_evaluations
0,SPORTS,UpCM,100,0.2,1,-1321.302871172658,11,5,2,55,10,0.7142857142857143,0.3333333333333333,0.4545454545454545,3,1,2,0,0.75,1.0,0.8571428571428571,Normal,2.572092056274414,0.2863285541534424,64
1,SPORTS,pc_con,100,0.2,1,-1315.15773267076,13,2,2,55,13,0.5,0.13333333333333333,0.2105263157894737,0,0,3,3,0.0,0.0,0.0,,0.020999670028686523,,
