,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1,type
0,FORMED,UpCM,100,0.2,1,-5548.477224869717,116,28,22,7496,110,0.56,0.2028985507246377,0.29787234042553196,8,1,27,20,0.8888888888888888,0.2857142857142857,0.43243243243243246,Addition
